destination_port,flow_duration,total_fwd_packets,total_backward_packets,total_fwd_bytes,total_backward_bytes,flow_bytes_per_second,flow_packets_per_second,syn_flag_count,ack_flag_count,fwd_iat_mean,bwd_iat_mean,is_attack
1071.0,219.0,2.0,0.0,12.0,0.0,54794.52055,9132.420091,0.0,1.0,219.0,0.0,0
443.0,4196956.0,6.0,2.0,135.0,92.0,54.08681911,1.906143405,1.0,1.0,839391.2,237255.0,0
443.0,4197164.0,6.0,2.0,135.0,92.0,54.08413872,1.906048942,1.0,1.0,839432.8,240813.0,0
443.0,4197352.0,5.0,1.0,135.0,46.0,43.12242576,1.429472677,1.0,1.0,1049338.0,0.0,0
443.0,4197738.0,6.0,2.0,135.0,92.0,54.07674324,1.905788308,1.0,1.0,839547.6,239352.0,0
1094.0,283.0,3.0,0.0,43.0,0.0,151943.4629,10600.70671,0.0,1.0,141.5,0.0,0
1067.0,4.0,2.0,0.0,37.0,0.0,9250000.0,500000.0,1.0,1.0,4.0,0.0,0
1113.0,3.0,2.0,0.0,37.0,0.0,12300000.0,666666.6667,1.0,1.0,3.0,0.0,0
1102.0,3.0,2.0,0.0,12.0,0.0,4000000.0,666666.6667,0.0,1.0,3.0,0.0,0
1093.0,3.0,2.0,0.0,12.0,0.0,4000000.0,666666.6667,0.0,1.0,3.0,0.0,0
1082.0,49.0,2.0,0.0,12.0,0.0,244897.9592,40816.32653,0.0,1.0,49.0,0.0,0
1087.0,3.0,2.0,0.0,12.0,0.0,4000000.0,666666.6667,0.0,1.0,3.0,0.0,0
1074.0,3.0,2.0,0.0,12.0,0.0,4000000.0,666666.6667,0.0,1.0,3.0,0.0,0
123.0,67109627.0,2.0,2.0,96.0,96.0,2.860990421,0.059603967,0.0,0.0,67000000.0,67000000.0,0
443.0,2269.0,1.0,1.0,6.0,6.0,5288.673424,881.4455707,0.0,1.0,0.0,0.0,0
443.0,3049.0,1.0,1.0,6.0,6.0,3935.716628,655.9527714,0.0,1.0,0.0,0.0,0
1125.0,3.0,2.0,0.0,12.0,0.0,4000000.0,666666.6667,0.0,1.0,3.0,0.0,0
1122.0,3.0,2.0,0.0,12.0,0.0,4000000.0,666666.6667,0.0,1.0,3.0,0.0,0
1107.0,3.0,2.0,0.0,12.0,0.0,4000000.0,666666.6667,0.0,1.0,3.0,0.0,0
1108.0,4.0,3.0,0.0,43.0,0.0,10800000.0,750000.0,0.0,1.0,2.0,0.0,0
1141.0,3.0,3.0,0.0,83.0,0.0,27700000.0,1000000.0,1.0,1.0,1.5,0.0,0
1149.0,161.0,3.0,1.0,83.0,6.0,552795.0311,24844.7205,1.0,1.0,80.5,0.0,0
1134.0,3.0,2.0,0.0,12.0,0.0,4000000.0,666666.6667,0.0,1.0,3.0,0.0,0
1140.0,3.0,2.0,0.0,37.0,0.0,12300000.0,666666.6667,1.0,1.0,3.0,0.0,0
443.0,978066.0,35.0,46.0,6871.0,69478.0,78061.19423,82.81649705,0.0,0.0,28766.64706,18932.93333,0
5353.0,67211506.0,36.0,0.0,4308.0,0.0,64.0961683,0.535622576,0.0,0.0,1920328.743,0.0,0
443.0,1671.0,1.0,1.0,6.0,6.0,7181.328546,1196.888091,0.0,1.0,0.0,0.0,0
1169.0,3.0,2.0,0.0,12.0,0.0,4000000.0,666666.6667,0.0,1.0,3.0,0.0,0
1167.0,3.0,2.0,0.0,12.0,0.0,4000000.0,666666.6667,0.0,1.0,3.0,0.0,0
1166.0,3.0,2.0,0.0,12.0,0.0,4000000.0,666666.6667,0.0,1.0,3.0,0.0,0
1163.0,4.0,2.0,0.0,37.0,0.0,9250000.0,500000.0,1.0,1.0,4.0,0.0,0
443.0,262155.0,7.0,8.0,782.0,7151.0,30260.72362,57.21805802,0.0,0.0,35172.33333,30284.14286,0
49477.0,50.0,1.0,1.0,6.0,6.0,240000.0,40000.0,0.0,1.0,0.0,0.0,0
443.0,651.0,1.0,1.0,6.0,6.0,18433.17972,3072.196621,0.0,1.0,0.0,0.0,0
53.0,61624.0,2.0,2.0,100.0,242.0,5549.785798,64.90977541,0.0,0.0,3.0,3.0,0
443.0,66.0,3.0,0.0,97.0,0.0,1469696.97,45454.54545,0.0,1.0,33.0,0.0,0
1114.0,4.0,2.0,0.0,12.0,0.0,3000000.0,500000.0,0.0,1.0,4.0,0.0,0
53.0,113286.0,1.0,1.0,59.0,153.0,1871.369807,17.65443215,0.0,0.0,0.0,0.0,0
53.0,113744.0,2.0,2.0,88.0,364.0,3973.835983,35.16669011,0.0,0.0,3.0,4.0,0
80.0,69898935.0,1624.0,2022.0,8355.0,4498318.0,64474.12968,52.16102363,0.0,0.0,721.3351818,34575.15092,0
123.0,64006355.0,4.0,4.0,192.0,192.0,5.999404278,0.124987589,0.0,0.0,21300000.0,21300000.0,0
138.0,39.0,24.0,0.0,5412.0,0.0,139000000.0,615384.6154,0.0,0.0,1.695652174,0.0,0
137.0,18.0,12.0,0.0,600.0,0.0,33300000.0,666666.6667,0.0,0.0,1.636363636,0.0,0
137.0,3.0,2.0,0.0,124.0,0.0,41300000.0,666666.6667,0.0,0.0,3.0,0.0,0
443.0,232061.0,13.0,13.0,5817.0,16092.0,94410.52137,112.0395069,0.0,0.0,19327.66667,15492.91667,0
443.0,4.0,2.0,0.0,91.0,0.0,22800000.0,500000.0,1.0,1.0,4.0,0.0,0
443.0,61249730.0,8.0,6.0,1123.0,4249.0,87.70650907,0.228572436,0.0,0.0,8749961.429,42513.6,0
53.0,277.0,2.0,2.0,98.0,328.0,1537906.137,14440.43321,0.0,0.0,4.0,48.0,0
80.0,60849808.0,1140.0,1073.0,3613.0,2450557.0,40331.59809,36.36823308,0.0,0.0,53423.88762,686.5606343,0
123.0,63021864.0,2.0,2.0,96.0,96.0,3.046561746,0.063470036,0.0,0.0,63000000.0,63000000.0,0
53.0,120900.0,1.0,1.0,68.0,133.0,1662.531017,16.54259719,0.0,0.0,0.0,0.0,0
53.0,121347.0,2.0,2.0,114.0,244.0,2950.217146,32.96332007,0.0,0.0,3.0,3.0,0
443.0,3.0,1.0,1.0,6.0,6.0,4000000.0,666666.6667,0.0,1.0,0.0,0.0,0
49294.0,27.0,1.0,1.0,6.0,6.0,444444.4444,74074.07407,0.0,1.0,0.0,0.0,0
49293.0,10.0,1.0,1.0,6.0,6.0,1200000.0,200000.0,0.0,1.0,0.0,0.0,0
80.0,74174.0,4.0,5.0,1594.0,214.0,24375.11797,121.3363173,0.0,0.0,12348.33333,9321.0,0
80.0,16325196.0,15.0,9.0,7692.0,8200.0,973.4645759,1.470120175,0.0,0.0,1166085.429,2029825.25,0
53.0,23619.0,1.0,1.0,55.0,71.0,5334.688175,84.67759008,0.0,0.0,0.0,0.0,0
53.0,214.0,2.0,2.0,96.0,334.0,2009345.794,18691.58879,0.0,0.0,3.0,48.0,0
53.0,24005.0,2.0,2.0,68.0,258.0,13580.50406,166.6319517,0.0,0.0,3.0,4.0,0
80.0,36598.0,2.0,1.0,12.0,6.0,491.8301547,81.97169244,0.0,1.0,4.0,0.0,0
80.0,78138.0,5.0,6.0,2258.0,220.0,31713.12294,140.7765748,0.0,0.0,9752.0,7868.2,0
80.0,3.0,2.0,0.0,12.0,0.0,4000000.0,666666.6667,0.0,1.0,3.0,0.0,0
53012.0,47161.0,21.0,18.0,20514.0,0.0,434978.0539,826.9544751,0.0,0.0,2358.05,2741.823529,0
53012.0,64.0,1.0,1.0,0.0,0.0,0.0,31250.0,0.0,1.0,0.0,0.0,0
21.0,174973.0,30.0,25.0,176.0,438.0,3509.112835,314.3342116,0.0,0.0,6031.172414,7285.0,0
49165.0,136.0,1.0,5.0,0.0,0.0,0.0,44117.64706,0.0,1.0,0.0,24.25,0
49243.0,220.0,2.0,0.0,12.0,0.0,54545.45455,9090.909091,0.0,1.0,220.0,0.0,0
1192.0,25986.0,2.0,0.0,6.0,0.0,230.8935581,76.96451936,0.0,1.0,25986.0,0.0,0
1191.0,26799.0,2.0,0.0,6.0,0.0,223.8889511,74.62965036,0.0,1.0,26799.0,0.0,0
49166.0,85.0,1.0,2.0,0.0,0.0,0.0,35294.11765,0.0,1.0,0.0,1.0,0
1196.0,75.0,1.0,1.0,6.0,6.0,160000.0,26666.66667,0.0,1.0,0.0,0.0,0
1195.0,81.0,1.0,1.0,6.0,6.0,148148.1481,24691.35802,0.0,1.0,0.0,0.0,0
1194.0,5.0,1.0,1.0,6.0,6.0,2400000.0,400000.0,0.0,1.0,0.0,0.0,0
21.0,79.0,1.0,2.0,0.0,0.0,0.0,37974.68354,0.0,1.0,0.0,48.0,0
135.0,18764952.0,17.0,10.0,1370.0,1440.0,149.7472522,1.438852601,0.0,0.0,1172809.5,955153.1111,0
49666.0,38762686.0,27.0,22.0,7162.0,4606.0,303.5909328,1.264102286,0.0,0.0,1490872.538,407761.9524,0
1210.0,117.0,1.0,1.0,6.0,6.0,102564.1026,17094.01709,0.0,1.0,0.0,0.0,0
1201.0,125.0,1.0,1.0,6.0,6.0,96000.0,16000.0,0.0,1.0,0.0,0.0,0
80.0,2.0,1.0,1.0,6.0,6.0,6000000.0,1000000.0,0.0,1.0,0.0,0.0,0
443.0,35824617.0,15.0,14.0,1007.0,12409.0,374.4910937,0.809499233,0.0,0.0,2558901.214,26603.76923,0
53.0,23379.0,1.0,1.0,43.0,59.0,4362.889773,85.54685829,0.0,0.0,0.0,0.0,0
49261.0,10.0,1.0,1.0,6.0,6.0,1200000.0,200000.0,0.0,1.0,0.0,0.0,0
53.0,23776.0,2.0,2.0,64.0,96.0,6729.475101,168.2368775,0.0,0.0,3.0,3.0,0
49247.0,66.0,1.0,1.0,6.0,6.0,181818.1818,30303.0303,0.0,1.0,0.0,0.0,0
49256.0,68.0,1.0,1.0,6.0,6.0,176470.5882,29411.76471,0.0,1.0,0.0,0.0,0
49254.0,7.0,1.0,1.0,6.0,6.0,1714285.714,285714.2857,0.0,1.0,0.0,0.0,0
49270.0,36.0,1.0,1.0,6.0,6.0,333333.3333,55555.55556,0.0,1.0,0.0,0.0,0
443.0,148199.0,10.0,11.0,807.0,8726.0,64325.67021,141.701361,0.0,0.0,16455.11111,11497.0,0
443.0,1226.0,4.0,0.0,55.0,0.0,44861.33768,3262.642741,0.0,1.0,408.6666667,0.0,0
443.0,35177477.0,17.0,11.0,1226.0,5226.0,183.4128127,0.795963849,0.0,0.0,2198592.313,239869.3,0
443.0,35129913.0,35.0,63.0,5034.0,90462.0,2718.367108,2.789645394,0.0,0.0,1033232.735,63911.72581,0
443.0,35130334.0,30.0,46.0,4381.0,54346.0,1671.689202,2.163372543,0.0,0.0,1211390.828,56718.31111,0
443.0,35130757.0,30.0,59.0,2736.0,88812.0,2605.921643,2.533392605,0.0,0.0,1211405.414,43556.65517,0
443.0,35131200.0,27.0,56.0,3325.0,72440.0,2156.630004,2.3625723,0.0,0.0,1351200.0,46434.8,0
53.0,106023721.0,2.0,2.0,95.0,359.0,4.282060615,0.037727406,0.0,0.0,106000000.0,106000000.0,0
53.0,48062.0,1.0,1.0,53.0,69.0,2538.387916,41.61291665,0.0,0.0,0.0,0.0,0
53.0,48405.0,2.0,2.0,84.0,116.0,4131.804566,82.63609131,0.0,0.0,4.0,4.0,0
80.0,15036.0,1.0,1.0,6.0,6.0,798.084597,133.0140995,0.0,1.0,0.0,0.0,0
53.0,47072.0,2.0,2.0,74.0,480.0,11769.20462,84.97620666,0.0,0.0,48.0,3.0,0
49253.0,30.0,1.0,1.0,6.0,6.0,400000.0,66666.66667,0.0,1.0,0.0,0.0,0
53.0,175.0,2.0,2.0,76.0,180.0,1462857.143,22857.14286,0.0,0.0,3.0,4.0,0
49280.0,192.0,3.0,1.0,43.0,6.0,255208.3333,20833.33333,0.0,1.0,96.0,0.0,0
49282.0,3.0,2.0,0.0,12.0,0.0,4000000.0,666666.6667,0.0,1.0,3.0,0.0,0
80.0,4.0,1.0,1.0,6.0,6.0,3000000.0,500000.0,0.0,1.0,0.0,0.0,0
443.0,5097035.0,48.0,60.0,152249.0,6488.0,31143.00765,21.18878917,0.0,0.0,108447.5532,13889.23729,0
80.0,34309895.0,5.0,3.0,482.0,512.0,28.9712341,0.233168886,0.0,0.0,8577473.75,39784.5,0
443.0,34349166.0,36.0,44.0,1194.0,79637.0,2353.215796,2.329023069,0.0,0.0,981404.7429,48587.48837,0
443.0,34358657.0,23.0,19.0,841.0,21692.0,655.8172515,1.22239935,0.0,0.0,1561757.136,8550.0,0
443.0,60311860.0,33.0,30.0,37671.0,6704.0,735.7591028,1.04457067,0.0,0.0,1884745.625,2076057.207,0
53.0,23397.0,1.0,1.0,50.0,66.0,4957.900586,85.48104458,0.0,0.0,0.0,0.0,0
53.0,49521.0,1.0,1.0,47.0,84.0,2645.34238,40.38690656,0.0,0.0,0.0,0.0,0
53.0,23777.0,2.0,2.0,76.0,172.0,10430.24772,168.2298019,0.0,0.0,3.0,3.0,0
49288.0,31.0,1.0,1.0,6.0,6.0,387096.7742,64516.12903,0.0,1.0,0.0,0.0,0
53.0,49884.0,2.0,2.0,72.0,146.0,4370.138722,80.18603159,0.0,0.0,4.0,4.0,0
53.0,171.0,2.0,2.0,84.0,204.0,1684210.526,23391.81287,0.0,0.0,3.0,4.0,0
49282.0,25.0,1.0,1.0,6.0,6.0,480000.0,80000.0,0.0,1.0,0.0,0.0,0
443.0,32765991.0,24.0,18.0,1550.0,17122.0,569.8591567,1.281816869,0.0,0.0,1424608.304,13686.11765,0
443.0,33192657.0,13.0,9.0,1126.0,4004.0,154.5522553,0.662797196,0.0,0.0,2766054.75,35700.625,0
443.0,32800415.0,24.0,22.0,882.0,24005.0,758.7404001,1.40242128,0.0,0.0,1426105.0,7672.904762,0
53.0,96391631.0,2.0,2.0,95.0,174.0,2.790698707,0.041497379,0.0,0.0,96400000.0,96300000.0,0
53.0,175.0,2.0,2.0,70.0,174.0,1394285.714,22857.14286,0.0,0.0,3.0,3.0,0
53.0,48555.0,2.0,2.0,70.0,102.0,3542.374627,82.38080527,0.0,0.0,4.0,4.0,0
53.0,153.0,2.0,2.0,84.0,204.0,1882352.941,26143.79085,0.0,0.0,3.0,4.0,0
443.0,144032.0,9.0,8.0,1378.0,3340.0,32756.60964,118.0293268,0.0,0.0,13710.875,15835.28571,0
443.0,691.0,3.0,0.0,49.0,0.0,70911.72214,4341.534009,0.0,1.0,345.5,0.0,0
443.0,32292700.0,74.0,99.0,4863.0,124332.0,4000.749395,5.357247923,0.0,0.0,442365.7534,20798.2449,0
443.0,32679427.0,12.0,7.0,837.0,3275.0,125.8283996,0.581405543,0.0,0.0,2970857.0,21153.5,0
443.0,32677554.0,17.0,10.0,2035.0,6964.0,275.387809,0.826255233,0.0,0.0,2042347.125,168983.1111,0
5353.0,18.0,12.0,0.0,540.0,0.0,30000000.0,666666.6667,0.0,0.0,1.636363636,0.0,0
53.0,23417.0,1.0,1.0,53.0,153.0,8797.0278,85.4080369,0.0,0.0,0.0,0.0,0
53.0,23243.0,1.0,1.0,58.0,186.0,10497.78428,86.04741212,0.0,0.0,0.0,0.0,0
53.0,622.0,1.0,1.0,49.0,253.0,485530.5466,3215.434084,0.0,0.0,0.0,0.0,0
53.0,101174709.0,2.0,2.0,94.0,216.0,3.064006836,0.039535572,0.0,0.0,101000000.0,101000000.0,0
53.0,23959.0,2.0,2.0,84.0,284.0,15359.5726,166.9518761,0.0,0.0,48.0,47.0,0
53.0,994.0,2.0,2.0,66.0,140.0,207243.4608,4024.144869,0.0,0.0,3.0,4.0,0
53.0,1121.0,2.0,2.0,76.0,484.0,499553.9697,3568.24264,0.0,0.0,3.0,3.0,0
53.0,23668.0,2.0,2.0,76.0,418.0,20872.06355,169.0045631,0.0,0.0,3.0,3.0,0
443.0,30787181.0,15.0,10.0,1846.0,6696.0,277.4531387,0.812026278,0.0,0.0,2199084.357,70693.55556,0
443.0,30811008.0,22.0,25.0,1547.0,33367.0,1133.166432,1.525428834,0.0,0.0,1467190.857,29048.5,0
80.0,44964493.0,6.0,5.0,36.0,0.0,0.800631734,0.244637474,0.0,1.0,8992898.6,10000000.0,0
443.0,61371409.0,15.0,15.0,5024.0,3275.0,135.2258346,0.488826972,0.0,0.0,4383672.071,4377683.714,0
123.0,67016406.0,2.0,2.0,96.0,96.0,2.864970109,0.059686877,0.0,0.0,67000000.0,67000000.0,0
53.0,23378.0,1.0,1.0,89.0,167.0,10950.46625,85.55051758,0.0,0.0,0.0,0.0,0
53.0,100809277.0,2.0,2.0,109.0,213.0,3.194150475,0.039678888,0.0,0.0,101000000.0,101000000.0,0
53.0,69691.0,1.0,1.0,59.0,317.0,5395.244723,28.69811023,0.0,0.0,0.0,0.0,0
53.0,204.0,2.0,2.0,156.0,412.0,2784313.725,19607.84314,0.0,0.0,4.0,3.0,0
53.0,865.0,2.0,2.0,78.0,180.0,298265.896,4624.277457,0.0,0.0,3.0,3.0,0
53.0,70231.0,2.0,2.0,96.0,612.0,10081.01835,56.95490595,0.0,0.0,3.0,4.0,0
53.0,23847.0,2.0,2.0,68.0,158.0,9477.083071,167.7359836,0.0,0.0,3.0,3.0,0
53.0,23735.0,2.0,2.0,156.0,312.0,19717.71645,168.527491,0.0,0.0,3.0,4.0,0
443.0,1233268.0,14.0,15.0,919.0,17575.0,14995.92951,23.51475916,0.0,0.0,94851.0,77845.57143,0
80.0,30228356.0,6.0,4.0,667.0,753.0,46.97576011,0.330815212,0.0,0.0,6045671.2,50011.66667,0
443.0,29999197.0,22.0,18.0,1248.0,16776.0,600.8160818,1.333369023,0.0,0.0,1428533.19,17822.0,0
443.0,30104193.0,17.0,28.0,937.0,44325.0,1503.511488,1.494808381,0.0,0.0,1881512.063,22588.59259,0
443.0,30230349.0,12.0,7.0,859.0,4005.0,160.8979109,0.628507464,0.0,0.0,2748213.545,230059.6667,0
443.0,30451887.0,16.0,11.0,1072.0,8430.0,312.0332083,0.886644562,0.0,0.0,2030125.8,11988.6,0
443.0,29905808.0,15.0,10.0,1332.0,7987.0,311.611711,0.835958019,0.0,0.0,2136129.143,13059.33333,0
443.0,30159051.0,14.0,10.0,1190.0,6643.0,259.7230264,0.795781008,0.0,0.0,2319927.0,13228.55556,0
443.0,30692147.0,15.0,10.0,2084.0,4180.0,204.0912941,0.814540605,0.0,0.0,2192296.214,15838.88889,0
443.0,63279555.0,7.0,2.0,187.0,92.0,4.409006985,0.142226032,1.0,1.0,10500000.0,58000000.0,0
123.0,67000097.0,4.0,4.0,192.0,192.0,5.731334986,0.119402812,0.0,0.0,22300000.0,22300000.0,0
123.0,68072013.0,2.0,2.0,96.0,96.0,2.820542416,0.0587613,0.0,0.0,68000000.0,68000000.0,0
53.0,90837.0,1.0,1.0,48.0,87.0,1486.17854,22.01745985,0.0,0.0,0.0,0.0,0
53.0,49019.0,1.0,1.0,44.0,60.0,2121.626308,40.80050593,0.0,0.0,0.0,0.0,0
53.0,102742488.0,2.0,2.0,104.0,180.0,2.764192356,0.038932287,0.0,0.0,103000000.0,103000000.0,0
53.0,49626.0,1.0,1.0,46.0,62.0,2176.278564,40.30145488,0.0,0.0,0.0,0.0,0
53.0,474237.0,1.0,1.0,40.0,132.0,362.6878544,4.217300632,0.0,0.0,0.0,0.0,0
53.0,438.0,1.0,1.0,48.0,64.0,255707.7626,4566.210046,0.0,0.0,0.0,0.0,0
53.0,101480193.0,2.0,2.0,104.0,213.0,3.123762289,0.039416559,0.0,0.0,101000000.0,101000000.0,0
53.0,474656.0,2.0,2.0,58.0,242.0,632.036675,8.427155666,0.0,0.0,3.0,3.0,0
53.0,790.0,2.0,2.0,74.0,106.0,227848.1013,5063.291139,0.0,0.0,4.0,3.0,0
53.0,49983.0,2.0,2.0,66.0,140.0,4121.401276,80.02720925,0.0,0.0,49.0,3.0,0
53.0,49372.0,2.0,2.0,66.0,98.0,3321.720813,81.01758082,0.0,0.0,4.0,3.0,0
53.0,91260.0,2.0,2.0,74.0,152.0,2476.440938,43.83081306,0.0,0.0,3.0,3.0,0
53.0,48596.0,2.0,2.0,88.0,120.0,4280.18767,82.31130134,0.0,0.0,4.0,3.0,0
53.0,167581.0,2.0,2.0,84.0,116.0,1193.452718,23.86905437,0.0,0.0,3.0,3.0,0
88.0,575.0,7.0,4.0,458.0,358.0,1419130.435,19130.43478,0.0,0.0,95.83333333,173.3333333,0
88.0,786.0,9.0,4.0,630.0,2944.0,4547073.791,16539.4402,0.0,0.0,98.25,222.0,0
88.0,970.0,7.0,4.0,2794.0,2830.0,5797938.144,11340.20619,0.0,0.0,161.6666667,308.0,0
49492.0,12.0,2.0,1.0,12.0,6.0,1500000.0,250000.0,0.0,1.0,1.0,0.0,0
88.0,688.0,7.0,4.0,470.0,370.0,1220930.233,15988.37209,0.0,0.0,114.6666667,141.6666667,0
49493.0,1.0,1.0,1.0,6.0,6.0,12000000.0,2000000.0,0.0,1.0,0.0,0.0,0
88.0,776.0,9.0,4.0,642.0,2944.0,4621134.021,16752.57732,0.0,0.0,97.0,232.6666667,0
443.0,2065.0,3.0,0.0,37.0,0.0,17917.67554,1452.784504,0.0,1.0,1032.5,0.0,0
88.0,1016.0,9.0,6.0,3130.0,3042.0,6074803.15,14763.77953,0.0,0.0,127.0,190.6,0
443.0,240342.0,12.0,14.0,5811.0,16844.0,94261.51068,108.179178,0.0,0.0,21843.27273,14943.0,0
443.0,60333800.0,13.0,13.0,1075.0,3933.0,83.00488284,0.430935893,0.0,0.0,5027816.667,5020726.833,0
53.0,90281004.0,2.0,2.0,106.0,316.0,4.674294495,0.044306109,0.0,0.0,90100000.0,90200000.0,0
53.0,23545.0,1.0,1.0,67.0,149.0,9173.922276,84.94372478,0.0,0.0,0.0,0.0,0
53.0,229.0,2.0,2.0,68.0,428.0,2165938.865,17467.24891,0.0,0.0,4.0,3.0,0
53.0,23940.0,2.0,2.0,112.0,276.0,16207.18463,167.0843776,0.0,0.0,3.0,3.0,0
53.0,161.0,2.0,2.0,72.0,136.0,1291925.466,24844.7205,0.0,0.0,4.0,4.0,0
49287.0,8.0,1.0,1.0,6.0,6.0,1500000.0,250000.0,0.0,1.0,0.0,0.0,0
88.0,92.0,1.0,4.0,6.0,24.0,326086.9565,54347.82609,0.0,1.0,0.0,23.33333333,0
88.0,85.0,1.0,4.0,6.0,24.0,352941.1765,58823.52941,0.0,1.0,0.0,22.33333333,0
49493.0,2.0,3.0,0.0,18.0,0.0,9000000.0,1500000.0,0.0,1.0,1.0,0.0,0
49492.0,1.0,2.0,0.0,12.0,0.0,12000000.0,2000000.0,0.0,1.0,1.0,0.0,0
88.0,80.0,1.0,4.0,6.0,24.0,375000.0,62500.0,0.0,1.0,0.0,22.66666667,0
88.0,57.0,1.0,4.0,6.0,24.0,526315.7895,87719.29825,0.0,1.0,0.0,16.33333333,0
49488.0,45.0,1.0,1.0,6.0,6.0,266666.6667,44444.44444,0.0,1.0,0.0,0.0,0
53.0,47014.0,2.0,2.0,84.0,310.0,8380.482409,85.08103969,0.0,0.0,3.0,4.0,0
53.0,274.0,2.0,2.0,112.0,368.0,1751824.818,14598.54015,0.0,0.0,3.0,4.0,0
443.0,49.0,2.0,0.0,91.0,0.0,1857142.857,40816.32653,1.0,1.0,49.0,0.0,0
443.0,5596364.0,40.0,63.0,152339.0,6346.0,28355.01765,18.40480712,0.0,0.0,143496.5128,12636.0,0
49671.0,10168037.0,11.0,6.0,2408.0,2160.0,449.2509223,1.671905797,0.0,0.0,1016803.7,194.2,0
123.0,66028636.0,2.0,2.0,96.0,96.0,2.907829264,0.060579776,0.0,0.0,66000000.0,66000000.0,0
53.0,220.0,2.0,2.0,96.0,242.0,1536363.636,18181.81818,0.0,0.0,3.0,48.0,0
49203.0,87.0,1.0,1.0,6.0,6.0,137931.0345,22988.50575,0.0,1.0,0.0,0.0,0
389.0,156.0,2.0,2.0,500.0,326.0,5294871.795,25641.02564,0.0,0.0,4.0,1.0,0
389.0,891076.0,16.0,12.0,5090.0,1566.0,7469.620998,31.42268448,0.0,0.0,59402.53333,81004.90909,0
49501.0,324581.0,12.0,14.0,1044.0,4100.0,15848.1242,80.1032716,0.0,1.0,29507.36364,24960.0,0
49207.0,21.0,1.0,1.0,6.0,6.0,571428.5714,95238.09524,0.0,1.0,0.0,0.0,0
443.0,2605575.0,12.0,11.0,9703.0,5145.0,5698.550224,8.827226236,0.0,0.0,236870.4545,238316.0,0
80.0,54.0,2.0,0.0,12.0,0.0,222222.2222,37037.03704,0.0,1.0,54.0,0.0,0
80.0,34.0,2.0,0.0,12.0,0.0,352941.1765,58823.52941,0.0,1.0,34.0,0.0,0
80.0,18.0,2.0,0.0,12.0,0.0,666666.6667,111111.1111,0.0,1.0,18.0,0.0,0
80.0,18.0,2.0,0.0,12.0,0.0,666666.6667,111111.1111,0.0,1.0,18.0,0.0,0
443.0,440662.0,9.0,9.0,2947.0,6537.0,21522.16438,40.84763379,0.0,0.0,55082.75,47083.5,0
80.0,45228833.0,6.0,5.0,36.0,0.0,0.79595244,0.24320769,0.0,1.0,9045766.6,10000000.0,0
80.0,43748135.0,4.0,6.0,225.0,4595.0,110.1761252,0.228581173,0.0,0.0,32454.33333,8740133.0,0
53.0,89437472.0,2.0,2.0,116.0,321.0,4.88609517,0.044723983,0.0,0.0,89400000.0,89400000.0,0
53.0,47075.0,2.0,2.0,104.0,314.0,8879.44769,84.97079129,0.0,0.0,4.0,4.0,0
443.0,1396868.0,12.0,13.0,18893.0,4516.0,16758.20478,17.89718141,0.0,0.0,126988.0,36502.08333,0
49502.0,83.0,1.0,1.0,6.0,6.0,144578.3133,24096.38554,0.0,1.0,0.0,0.0,0
80.0,379189.0,8.0,6.0,614.0,4816.0,14320.03566,36.92090224,0.0,0.0,23773.0,68501.8,0
80.0,4.0,2.0,0.0,12.0,0.0,3000000.0,500000.0,0.0,1.0,4.0,0.0,0
53.0,23526.0,1.0,1.0,52.0,68.0,5100.739607,85.01232679,0.0,0.0,0.0,0.0,0
53.0,23879.0,2.0,2.0,92.0,300.0,16416.09783,167.5112023,0.0,0.0,4.0,4.0,0
80.0,74560.0,4.0,5.0,1594.0,214.0,24248.92704,120.7081545,0.0,0.0,12380.66667,9414.25,0
80.0,3.0,2.0,0.0,12.0,0.0,4000000.0,666666.6667,0.0,1.0,3.0,0.0,0
123.0,66093943.0,2.0,2.0,96.0,96.0,2.904956056,0.060519918,0.0,0.0,66000000.0,66000000.0,0
123.0,67022296.0,2.0,2.0,96.0,96.0,2.864718332,0.059681632,0.0,0.0,67000000.0,67000000.0,0
123.0,67093221.0,2.0,2.0,96.0,96.0,2.861690006,0.059618542,0.0,0.0,67000000.0,67000000.0,0
49499.0,115.0,1.0,1.0,6.0,6.0,104347.8261,17391.30435,0.0,1.0,0.0,0.0,0
80.0,74270.0,5.0,7.0,2252.0,220.0,33283.96392,161.5726404,0.0,0.0,18260.25,6271.833333,0
80.0,53.0,2.0,0.0,12.0,0.0,226415.0943,37735.84906,0.0,1.0,53.0,0.0,0
3268.0,112612577.0,32.0,16.0,6448.0,1152.0,67.48802134,0.426240135,1.0,1.0,3632663.774,7507481.667,0
389.0,112612533.0,32.0,16.0,6448.0,5056.0,102.1555922,0.426240301,1.0,1.0,3632662.355,7507482.8,0
123.0,105104.0,1.0,1.0,48.0,48.0,913.3810321,19.0287715,0.0,0.0,0.0,0.0,0
123.0,65094370.0,2.0,2.0,96.0,96.0,2.949563841,0.061449247,0.0,0.0,65000000.0,65000000.0,0
80.0,111180107.0,23.0,26.0,617.0,51567.0,469.364542,0.440726325,0.0,0.0,5053641.227,4238.84,0
53.0,93790.0,1.0,1.0,46.0,143.0,2015.140207,21.32423499,0.0,0.0,0.0,0.0,0
53.0,60616.0,1.0,1.0,47.0,79.0,2078.6591,32.99458889,0.0,0.0,0.0,0.0,0
