timestamp,user_id,role,action,resource,success,hour_of_day,day_of_week,is_anomaly
2026-04-17T19:22:14,u_0006,Support,db_query,monitoring,1,19,4,0
2026-04-17T19:31:32,u_0005,Support,db_query,support/customers,1,18,4,0
2026-04-17T19:39:50,u_0014,Admin,db_query,admin/users,1,19,4,0
2026-04-17T19:58:40,u_0014,Admin,file_access,admin/security,1,19,4,0
2026-04-17T20:00:29,u_0040,Admin,file_access,admin/config,1,19,4,0
2026-04-17T20:02:44,u_0006,Support,db_query,support/kb,1,19,4,0
2026-04-17T20:05:09,u_0028,Admin,file_access,admin/groups,1,19,4,0
2026-04-17T20:05:46,u_0014,Admin,file_access,admin/audit,0,19,4,0
2026-04-17T20:09:04,u_0014,Admin,file_access,admin/logs,1,19,4,0
2026-04-17T20:09:09,u_0010,Support,db_write,support/kb,1,20,4,0
2026-04-17T20:16:05,u_0044,Support,file_download,support/kb,1,19,4,0
2026-04-17T20:31:28,u_0011,Support,login,monitoring,1,20,4,0
2026-04-17T20:34:44,u_0006,Support,login,support/kb,1,19,4,0
2026-04-17T20:37:18,u_0024,Admin,file_upload,admin/groups,1,20,4,0
2026-04-17T21:04:58,u_0024,Admin,db_query,admin/security,1,20,4,0
2026-04-17T21:07:39,u_0015,Admin,file_access,admin/security,1,21,4,0
2026-04-17T21:08:29,u_0028,Admin,file_access,admin/config,1,20,4,0
2026-04-17T21:16:16,u_0005,Support,file_access,docs/support,1,20,4,0
2026-04-17T21:21:03,u_0031,Admin,db_query,admin/users,1,21,4,0
2026-04-17T21:24:04,u_0028,Admin,file_access,admin/groups,1,21,4,0
2026-04-17T21:46:11,u_0025,Support,login,support/kb,1,21,4,0
2026-04-17T21:46:24,u_0031,Admin,file_access,admin/users,1,20,4,0
2026-04-17T21:49:33,u_0025,Support,db_query,support/kb,1,21,4,0
2026-04-17T21:52:37,u_0024,Admin,db_query,admin/logs,1,21,4,0
2026-04-17T21:54:01,u_0025,Support,login,support/tickets,1,21,4,0
2026-04-17T21:56:26,u_0015,Admin,login,admin/config,1,21,4,0
2026-04-17T22:02:38,u_0025,Support,login,support/customers,1,21,4,0
2026-04-17T22:05:10,u_0024,Admin,db_query,admin/logs,1,21,4,0
2026-04-17T22:10:59,u_0044,Support,file_access,support/kb,1,21,4,0
2026-04-17T22:17:12,u_0040,Admin,file_access,admin/logs,1,21,4,0
2026-04-17T22:21:24,u_0031,Admin,file_access,admin/audit,1,21,4,0
2026-04-17T22:26:21,u_0024,Admin,login,admin/security,1,21,4,0
2026-04-17T22:33:56,u_0014,Admin,file_access,admin/users,1,21,4,0
2026-04-18T05:27:46,u_0040,Admin,file_access,admin/logs,1,4,5,0
2026-04-18T08:09:48,u_0027,Support,file_download,support/tickets,0,8,5,0
2026-04-18T09:20:47,u_0019,Finance,file_access,finance/budget,1,9,5,0
2026-04-18T09:39:51,u_0042,Sales,privilege_change,sales/contracts,1,9,5,0
2026-04-18T09:46:00,u_0049,Sales,db_write,sales/reports,1,9,5,0
2026-04-18T10:03:07,u_0049,Sales,login,docs/sales,1,9,5,0
2026-04-18T10:04:08,u_0019,Finance,db_query,finance/reports,1,9,5,0
2026-04-18T10:18:28,u_0026,Engineer,login,docs/tech,1,9,5,0
2026-04-18T11:04:53,u_0020,Engineer,db_query,ci/cd,1,10,5,0
2026-04-18T11:50:16,u_0014,Admin,login,admin/security,1,11,5,0
2026-04-18T12:02:03,u_0000,Sales,login,geo_US,1,12,5,1
2026-04-18T12:06:35,u_0026,Engineer,file_access,docs/tech,1,11,5,0
2026-04-18T12:09:07,u_0040,Admin,db_query,admin/groups,1,11,5,0
2026-04-18T12:15:13,u_0026,Engineer,config_change,confluence,1,12,5,0
2026-04-18T12:32:21,u_0026,Engineer,file_download,db/dev,1,12,5,0
2026-04-18T12:40:52,u_0000,Sales,login,geo_NG,1,12,5,1
2026-04-18T13:12:57,u_0000,Sales,login,geo_NG,1,13,5,1
2026-04-18T13:16:15,u_0020,Engineer,login,docs/tech,1,12,5,0
2026-04-18T14:14:08,u_0014,Admin,login,admin/audit,0,13,5,0
2026-04-18T14:28:45,u_0042,Sales,file_access,docs/sales,1,13,5,0
2026-04-18T14:41:26,u_0019,Finance,file_download,db/finance,1,13,5,0
2026-04-18T15:04:57,u_0020,Engineer,file_access,repo/internal,1,14,5,0
2026-04-18T15:39:56,u_0049,Sales,file_download,sales/contracts,1,15,5,0
2026-04-18T15:46:42,u_0026,Engineer,db_query,repo/shared,1,15,5,0
2026-04-18T15:55:08,u_0020,Engineer,login,confluence,1,15,5,0
2026-04-18T16:00:57,u_0040,Admin,db_query,admin/logs,1,15,5,0
2026-04-18T16:13:50,u_0026,Engineer,file_access,repo/shared,1,15,5,0
2026-04-18T16:18:35,u_0049,Sales,file_download,sales/contracts,1,15,5,0
2026-04-18T16:25:02,u_0014,Admin,login,admin/config,1,15,5,0
2026-04-18T16:40:01,u_0040,Admin,file_upload,admin/security,1,16,5,0
2026-04-18T16:42:49,u_0019,Finance,db_write,finance/reports,1,16,5,0
2026-04-18T17:15:54,u_0017,Marketing,db_query,marketing/campaigns,1,16,5,0
2026-04-18T20:41:15,u_0014,Admin,login,admin/logs,0,20,5,0
2026-04-18T21:25:45,u_0040,Admin,file_access,admin/logs,1,21,5,0
2026-04-18T21:27:34,u_0040,Admin,login,admin/groups,1,21,5,0
2026-04-19T02:45:12,u_0040,Admin,file_access,admin/users,1,2,6,0
2026-04-19T05:08:55,u_0023,Admin,file_access,admin/config,1,4,6,0
2026-04-19T06:25:54,u_0040,Admin,db_query,admin/config,1,5,6,0
2026-04-19T08:52:10,u_0023,Admin,file_access,admin/users,1,8,6,0
2026-04-19T09:28:15,u_0021,Marketing,file_download,marketing/social,1,9,6,0
2026-04-19T09:52:48,u_0049,Sales,file_access,sales/leads,1,9,6,0
2026-04-19T09:56:20,u_0000,Sales,file_access,sales/leads,1,9,6,0
2026-04-19T10:26:58,u_0020,Engineer,file_access,jira,1,9,6,0
2026-04-19T10:31:52,u_0049,Sales,file_access,docs/sales,1,9,6,0
2026-04-19T10:49:28,u_0000,Sales,file_access,sales/crm,1,9,6,0
2026-04-19T11:40:13,u_0000,Sales,privilege_change,sales/crm,1,11,6,0
2026-04-19T11:51:11,u_0049,Sales,login,sales/reports,1,11,6,0
2026-04-19T12:28:38,u_0049,Sales,file_access,sales/crm,1,11,6,0
2026-04-19T12:40:08,u_0021,Marketing,login,marketing/analytics,1,12,6,0
2026-04-19T12:50:40,u_0023,Admin,db_write,admin/security,1,12,6,0
2026-04-19T12:59:59,u_0020,Engineer,db_query,repo/internal,1,12,6,0
2026-04-19T13:12:18,u_0000,Sales,file_access,docs/sales,1,12,6,0
2026-04-19T13:30:52,u_0049,Sales,login,sales/crm,1,13,6,0
2026-04-19T14:25:00,u_0009,HR,login,hr/employee_db,1,14,6,0
2026-04-19T14:30:16,u_0040,Admin,db_query,admin/security,1,14,6,0
2026-04-19T15:34:38,u_0040,Admin,file_upload,admin/security,1,15,6,0
2026-04-19T16:03:24,u_0023,Admin,db_write,admin/users,1,16,6,0
2026-04-19T16:11:44,u_0049,Sales,file_download,sales/contracts,1,16,6,0
2026-04-19T16:32:49,u_0020,Engineer,file_access,monitoring,1,16,6,0
2026-04-19T16:51:27,u_0021,Marketing,file_access,marketing/assets,1,16,6,0
2026-04-19T17:10:33,u_0049,Sales,file_access,sales/reports,1,16,6,0
2026-04-19T17:15:15,u_0020,Engineer,db_query,db/dev,1,16,6,0
2026-04-19T17:28:36,u_0023,Admin,db_query,admin/config,1,16,6,0
2026-04-19T17:40:58,u_0017,Marketing,file_download,marketing/campaigns,1,16,6,0
2026-04-19T20:18:36,u_0005,Support,file_access,support/tickets,1,19,6,0
2026-04-19T20:26:06,u_0005,Support,file_access,support/tickets,1,19,6,0
2026-04-19T20:44:50,u_0005,Support,login,support/kb,1,20,6,0
2026-04-19T22:14:22,u_0040,Admin,login,admin/config,1,21,6,0
2026-04-19T22:15:30,u_0028,Admin,file_access,admin/config,1,21,6,0
2026-04-19T22:23:05,u_0023,Admin,db_query,admin/groups,1,21,6,0
2026-04-20T01:21:07,u_0024,Admin,db_query,admin/security,1,1,0,0
2026-04-20T01:32:04,u_0006,Support,file_access,docs/support,1,1,0,0
2026-04-20T01:38:21,u_0015,Admin,file_upload,admin/users,1,1,0,0
2026-04-20T01:41:17,u_0025,Support,db_write,support/customers,1,1,0,0
2026-04-20T01:50:02,u_0028,Admin,file_download,admin/security,1,1,0,0
2026-04-20T01:59:45,u_0040,Admin,file_access,admin/config,1,1,0,0
2026-04-20T02:05:08,u_0015,Admin,login,admin/groups,1,1,0,0
2026-04-20T02:07:43,u_0006,Support,db_query,support/kb,1,1,0,0
2026-04-20T02:13:09,u_0023,Admin,file_access,admin/logs,0,1,0,0
2026-04-20T02:35:40,u_0024,Admin,file_access,admin/security,1,2,0,0
2026-04-20T02:47:16,u_0048,Admin,db_query,admin/logs,1,2,0,0
2026-04-20T02:57:12,u_0044,Support,login,monitoring,1,2,0,0
2026-04-20T02:57:20,u_0031,Admin,login,admin/groups,1,2,0,0
2026-04-20T02:57:51,u_0048,Admin,file_access,admin/audit,1,2,0,0
2026-04-20T03:01:12,u_0015,Admin,db_query,admin/logs,1,2,0,0
2026-04-20T03:07:11,u_0044,Support,file_access,monitoring,0,3,0,0
2026-04-20T03:07:33,u_0014,Admin,login,admin/security,1,2,0,0
2026-04-20T03:10:26,u_0011,Support,file_access,monitoring,1,2,0,0
2026-04-20T03:26:29,u_0015,Admin,login,admin/audit,1,2,0,0
2026-04-20T03:31:17,u_0015,Admin,file_access,admin/groups,1,2,0,0
2026-04-20T03:33:38,u_0040,Admin,file_access,admin/security,1,2,0,0
2026-04-20T03:35:48,u_0040,Admin,db_query,admin/logs,1,3,0,0
2026-04-20T03:49:23,u_0024,Admin,file_access,admin/audit,1,2,0,0
2026-04-20T03:57:03,u_0014,Admin,login,admin/config,1,3,0,0
2026-04-20T04:01:46,u_0014,Admin,db_write,admin/audit,1,3,0,0
2026-04-20T04:07:33,u_0015,Admin,db_query,admin/groups,1,3,0,0
2026-04-20T04:20:14,u_0015,Admin,db_write,admin/logs,1,4,0,0
2026-04-20T04:22:08,u_0023,Admin,file_access,admin/logs,1,4,0,0
2026-04-20T04:28:43,u_0025,Support,file_download,docs/support,1,3,0,0
2026-04-20T04:29:39,u_0031,Admin,file_access,admin/logs,1,4,0,0
2026-04-20T04:37:25,u_0040,Admin,file_download,admin/logs,1,4,0,0
2026-04-20T04:37:42,u_0014,Admin,db_query,admin/groups,1,3,0,0
2026-04-20T04:40:24,u_0040,Admin,db_write,admin/logs,1,4,0,0
2026-04-20T04:41:11,u_0031,Admin,file_download,admin/audit,0,3,0,0
2026-04-20T04:54:45,u_0029,Support,login,support/kb,1,4,0,0
2026-04-20T04:56:47,u_0044,Support,file_download,support/tickets,1,4,0,0
2026-04-20T05:17:34,u_0040,Admin,file_upload,admin/security,1,4,0,0
2026-04-20T05:20:28,u_0024,Admin,login,admin/config,1,4,0,0
2026-04-20T05:22:20,u_0024,Admin,login,admin/security,1,4,0,0
2026-04-20T05:28:18,u_0014,Admin,db_query,admin/users,1,4,0,0
2026-04-20T05:30:17,u_0025,Support,file_download,support/tickets,0,5,0,0
2026-04-20T05:30:32,u_0015,Admin,db_query,admin/security,1,5,0,0
2026-04-20T05:50:46,u_0031,Admin,db_query,admin/audit,1,5,0,0
2026-04-20T05:53:50,u_0029,Support,file_access,support/kb,1,5,0,0
2026-04-20T05:57:19,u_0006,Support,file_access,support/tickets,1,5,0,0
2026-04-20T05:57:39,u_0023,Admin,db_query,admin/security,1,5,0,0
2026-04-20T05:57:47,u_0023,Admin,file_access,admin/config,1,5,0,0
2026-04-20T05:58:35,u_0006,Support,login,docs/support,1,5,0,0
2026-04-20T06:00:19,u_0023,Admin,db_write,admin/audit,1,5,0,0
2026-04-20T06:11:36,u_0015,Admin,login,admin/security,1,6,0,0
2026-04-20T06:15:38,u_0024,Admin,db_query,admin/security,1,5,0,0
2026-04-20T06:16:33,u_0031,Admin,login,admin/audit,1,5,0,0
2026-04-20T06:18:23,u_0044,Support,file_access,docs/support,1,5,0,0
2026-04-20T06:19:22,u_0010,Support,file_download,docs/support,1,5,0,0
2026-04-20T06:19:55,u_0014,Admin,db_query,admin/groups,1,5,0,0
2026-04-20T06:20:57,u_0048,Admin,login,admin/groups,1,5,0,0
2026-04-20T06:23:29,u_0006,Support,login,support/customers,1,5,0,0
2026-04-20T06:24:18,u_0031,Admin,file_access,admin/config,1,5,0,0
2026-04-20T06:25:50,u_0044,Support,login,monitoring,1,6,0,0
2026-04-20T06:35:06,u_0031,Admin,file_download,admin/users,1,5,0,0
2026-04-20T06:36:46,u_0029,Support,file_access,support/tickets,1,6,0,0
2026-04-20T06:39:29,u_0023,Admin,db_write,admin/security,1,5,0,0
2026-04-20T06:47:15,u_0014,Admin,file_access,admin/config,1,6,0,0
2026-04-20T06:47:34,u_0025,Support,file_access,support/tickets,1,6,0,0
2026-04-20T06:52:03,u_0044,Support,file_download,monitoring,1,5,0,0
2026-04-20T07:02:46,u_0031,Admin,file_access,admin/logs,1,6,0,0
2026-04-20T07:02:58,u_0014,Admin,file_access,admin/groups,1,6,0,0
2026-04-20T07:08:03,u_0011,Support,login,support/tickets,1,6,0,0
2026-04-20T07:10:16,u_0027,Support,db_query,support/kb,1,6,0,0
2026-04-20T07:18:08,u_0014,Admin,login,admin/logs,1,7,0,0
2026-04-20T07:21:45,u_0010,Support,file_upload,support/kb,1,6,0,0
2026-04-20T07:47:17,u_0025,Support,file_access,monitoring,1,7,0,0
2026-04-20T07:52:25,u_0024,Admin,file_access,admin/audit,1,6,0,0
2026-04-20T07:52:45,u_0031,Admin,login,admin/users,1,7,0,0
2026-04-20T07:59:26,u_0023,Admin,file_access,admin/config,1,7,0,0
2026-04-20T07:59:38,u_0024,Admin,file_download,admin/groups,1,7,0,0
2026-04-20T08:07:50,u_0028,Admin,file_access,admin/audit,1,7,0,0
2026-04-20T08:11:59,u_0025,Support,db_query,docs/support,1,7,0,0
2026-04-20T08:15:15,u_0040,Admin,file_upload,admin/config,1,8,0,0
2026-04-20T08:15:56,u_0048,Admin,file_access,admin/users,1,7,0,0
2026-04-20T08:43:55,u_0024,Admin,file_access,admin/logs,1,8,0,0
2026-04-20T08:45:50,u_0010,Support,config_change,support/customers,1,7,0,0
2026-04-20T08:47:45,u_0044,Support,login,docs/support,1,8,0,0
2026-04-20T08:47:48,u_0015,Admin,file_access,admin/groups,1,8,0,0
2026-04-20T08:47:50,u_0031,Admin,file_access,admin/config,0,7,0,0
2026-04-20T08:52:10,u_0044,Support,db_write,support/tickets,1,8,0,0
2026-04-20T08:54:50,u_0024,Admin,file_access,admin/config,1,8,0,0
2026-04-20T08:57:47,u_0005,Support,file_access,docs/support,1,8,0,0
2026-04-20T09:02:32,u_0048,Admin,login,admin/security,1,8,0,0
2026-04-20T09:04:14,u_0040,Admin,file_access,admin/config,1,8,0,0
2026-04-20T09:07:51,u_0039,Engineer,login,ci/cd,1,9,0,0
2026-04-20T09:08:53,u_0025,Support,db_query,support/kb,1,8,0,0
2026-04-20T09:15:17,u_0015,Admin,db_query,admin/groups,1,8,0,0
2026-04-20T09:16:12,u_0041,Sales,file_upload,sales/crm,1,9,0,0
2026-04-20T09:21:07,u_0013,Sales,db_write,docs/sales,1,9,0,0
2026-04-20T09:28:43,u_0039,Engineer,file_access,confluence,1,9,0,0
2026-04-20T09:29:16,u_0008,Engineer,login,repo/internal,1,9,0,0
2026-04-20T09:29:45,u_0047,Engineer,login,monitoring,1,9,0,0
2026-04-20T09:29:58,u_0004,Sales,file_access,sales/contracts,1,9,0,0
2026-04-20T09:30:29,u_0035,Engineer,file_access,docs/tech,1,9,0,0
2026-04-20T09:31:28,u_0049,Sales,file_access,sales/crm,1,9,0,0
2026-04-20T09:31:29,u_0036,Engineer,login,confluence,1,9,0,0
2026-04-20T09:31:42,u_0009,HR,login,calendar,1,9,0,0
2026-04-20T09:36:12,u_0037,Finance,db_query,db/finance,1,9,0,0
2026-04-20T09:36:37,u_0014,Admin,file_access,admin/security,1,9,0,0
2026-04-20T09:38:03,u_0038,Sales,db_query,sales/reports,1,9,0,0
2026-04-20T09:39:10,u_0049,Sales,file_access,sales/crm,1,9,0,0
2026-04-20T09:40:01,u_0032,Engineer,file_access,repo/internal,1,9,0,0
2026-04-20T09:44:02,u_0015,Admin,file_access,admin/config,1,9,0,0
2026-04-20T09:44:16,u_0034,Marketing,db_query,marketing/analytics,1,9,0,0
2026-04-20T09:44:41,u_0003,Engineer,login,monitoring,1,9,0,0
2026-04-20T09:44:58,u_0015,Admin,file_download,admin/config,1,9,0,0
2026-04-20T09:46:15,u_0013,Sales,db_query,sales/leads,1,9,0,0
2026-04-20T09:46:32,u_0045,Engineer,file_upload,db/dev,1,9,0,0
2026-04-20T09:46:38,u_0036,Engineer,db_query,db/dev,1,9,0,0
2026-04-20T09:46:52,u_0008,Engineer,db_query,repo/internal,1,9,0,0
2026-04-20T09:47:44,u_0003,Engineer,file_access,monitoring,1,9,0,0
2026-04-20T09:48:19,u_0036,Engineer,db_query,hr/employee_db,0,9,0,1
2026-04-20T09:49:20,u_0008,Engineer,file_access,ci/cd,1,9,0,0
2026-04-20T09:49:58,u_0033,Engineer,file_download,jira,1,9,0,0
2026-04-20T09:50:43,u_0007,Engineer,file_access,monitoring,1,9,0,0
2026-04-20T09:50:50,u_0024,Admin,db_query,admin/security,1,9,0,0
2026-04-20T09:50:57,u_0015,Admin,login,admin/audit,1,9,0,0
2026-04-20T09:52:13,u_0033,Engineer,login,monitoring,1,9,0,0
2026-04-20T09:52:45,u_0014,Admin,login,admin/security,1,9,0,0
2026-04-20T09:53:04,u_0004,Sales,db_query,sales/reports,1,9,0,0
2026-04-20T09:53:16,u_0036,Engineer,db_query,hr/employee_db,0,9,0,1
2026-04-20T09:53:53,u_0015,Admin,login,admin/config,1,8,0,0
2026-04-20T09:55:54,u_0047,Engineer,file_download,repo/internal,1,9,0,0
2026-04-20T09:56:51,u_0033,Engineer,db_write,jira,1,9,0,0
2026-04-20T09:57:19,u_0044,Support,file_access,support/tickets,1,9,0,0
2026-04-20T09:58:29,u_0043,Sales,file_access,sales/reports,1,9,0,0
2026-04-20T09:58:57,u_0043,Sales,login,docs/sales,1,9,0,0
2026-04-20T09:58:59,u_0021,Marketing,file_access,docs/marketing,1,9,0,0
2026-04-20T09:59:34,u_0020,Engineer,db_query,monitoring,1,9,0,0
2026-04-20T10:00:40,u_0036,Engineer,login,monitoring,1,9,0,0
2026-04-20T10:01:55,u_0045,Engineer,file_access,db/dev,1,9,0,0
2026-04-20T10:02:02,u_0034,Marketing,file_access,marketing/assets,0,9,0,0
2026-04-20T10:02:37,u_0042,Sales,db_write,sales/contracts,1,9,0,0
2026-04-20T10:03:38,u_0015,Admin,file_download,admin/groups,1,9,0,0
2026-04-20T10:04:09,u_0009,HR,file_access,timesheets,1,9,0,0
2026-04-20T10:05:11,u_0009,HR,file_access,hr/dashboard,1,9,0,0
2026-04-20T10:06:10,u_0046,Marketing,file_access,marketing/social,1,9,0,0
2026-04-20T10:07:39,u_0043,Sales,db_write,sales/leads,1,9,0,0
2026-04-20T10:08:00,u_0031,Admin,file_download,admin/config,1,9,0,0
2026-04-20T10:09:24,u_0039,Engineer,login,repo/internal,1,9,0,0
2026-04-20T10:09:56,u_0002,HR,db_query,payroll/viewer,1,9,0,0
2026-04-20T10:10:30,u_0016,Finance,file_access,finance/budget,1,9,0,0
2026-04-20T10:11:23,u_0009,HR,file_download,calendar,1,9,0,0
2026-04-20T10:12:12,u_0038,Sales,file_upload,sales/crm,1,10,0,0
2026-04-20T10:13:11,u_0042,Sales,login,sales/contracts,1,10,0,0
2026-04-20T10:13:26,u_0000,Sales,file_access,sales/reports,1,9,0,0
2026-04-20T10:16:44,u_0049,Sales,db_query,sales/crm,1,10,0,0
2026-04-20T10:18:34,u_0045,Engineer,file_access,repo/shared,1,9,0,0
2026-04-20T10:19:02,u_0008,Engineer,config_change,ci/cd,1,9,0,0
2026-04-20T10:21:18,u_0013,Sales,file_access,sales/crm,1,9,0,0
2026-04-20T10:21:37,u_0019,Finance,file_download,finance/invoices,1,10,0,0
2026-04-20T10:22:12,u_0046,Marketing,file_upload,docs/marketing,1,10,0,0
2026-04-20T10:22:20,u_0020,Engineer,file_access,jira,1,9,0,0
2026-04-20T10:22:57,u_0026,Engineer,login,repo/shared,1,10,0,0
2026-04-20T10:23:42,u_0047,Engineer,file_download,confluence,1,9,0,0
2026-04-20T10:24:04,u_0018,Sales,login,sales/leads,1,9,0,0
2026-04-20T10:24:29,u_0013,Sales,file_access,sales/reports,1,9,0,0
2026-04-20T10:24:58,u_0001,Engineer,file_access,ci/cd,1,10,0,0
2026-04-20T10:25:01,u_0047,Engineer,login,repo/internal,1,9,0,0
2026-04-20T10:25:14,u_0009,HR,file_access,calendar,1,9,0,0
2026-04-20T10:25:53,u_0030,Sales,file_access,sales/reports,1,9,0,0
2026-04-20T10:26:04,u_0039,Engineer,login,repo/internal,1,10,0,0
2026-04-20T10:26:13,u_0009,HR,config_change,calendar,1,10,0,0
2026-04-20T10:27:37,u_0045,Engineer,file_access,monitoring,1,10,0,0
2026-04-20T10:27:52,u_0015,Admin,file_download,admin/users,1,10,0,0
2026-04-20T10:27:55,u_0039,Engineer,file_access,confluence,1,9,0,0
2026-04-20T10:30:39,u_0032,Engineer,file_access,repo/shared,1,10,0,0
2026-04-20T10:31:16,u_0007,Engineer,db_query,docs/tech,1,9,0,0
2026-04-20T10:31:40,u_0036,Engineer,db_query,hr/employee_db,1,10,0,1
2026-04-20T10:32:20,u_0042,Sales,file_download,sales/crm,1,9,0,0
2026-04-20T10:34:24,u_0033,Engineer,file_access,repo/shared,1,10,0,0
2026-04-20T10:35:20,u_0017,Marketing,file_access,marketing/campaigns,1,10,0,0
2026-04-20T10:35:56,u_0010,Support,file_upload,monitoring,1,10,0,0
2026-04-20T10:36:05,u_0032,Engineer,file_upload,docs/tech,0,9,0,0
2026-04-20T10:36:36,u_0036,Engineer,file_access,hr/employee_db,0,10,0,1
2026-04-20T10:37:26,u_0043,Sales,file_access,sales/reports,1,10,0,0
2026-04-20T10:38:50,u_0044,Support,file_access,monitoring,1,10,0,0
2026-04-20T10:39:36,u_0047,Engineer,file_access,ci/cd,1,9,0,0
2026-04-20T10:41:47,u_0049,Sales,db_write,sales/reports,1,10,0,0
2026-04-20T10:43:25,u_0013,Sales,file_access,sales/crm,1,9,0,0
2026-04-20T10:44:26,u_0004,Sales,file_access,sales/reports,1,10,0,0
2026-04-20T10:45:22,u_0006,Support,db_query,support/kb,1,10,0,0
2026-04-20T10:46:11,u_0020,Engineer,file_download,ci/cd,1,10,0,0
2026-04-20T10:47:29,u_0015,Admin,file_download,admin/security,1,10,0,0
2026-04-20T10:48:08,u_0036,Engineer,file_download,repo/shared,1,10,0,0
2026-04-20T10:48:10,u_0020,Engineer,file_access,jira,1,10,0,0
2026-04-20T10:48:16,u_0015,Admin,login,admin/audit,1,10,0,0
2026-04-20T10:52:15,u_0031,Admin,file_access,admin/security,1,10,0,0
2026-04-20T10:53:49,u_0000,Sales,file_access,sales/contracts,1,9,0,0
2026-04-20T10:56:41,u_0044,Support,db_query,support/tickets,1,10,0,0
2026-04-20T10:59:19,u_0002,HR,login,docs/hr,1,10,0,0
2026-04-20T10:59:43,u_0037,Finance,db_write,finance/invoices,1,10,0,0
2026-04-20T11:01:06,u_0047,Engineer,login,ci/cd,1,10,0,0
2026-04-20T11:02:03,u_0039,Engineer,db_query,repo/internal,1,10,0,0
2026-04-20T11:03:53,u_0035,Engineer,file_upload,monitoring,1,10,0,0
2026-04-20T11:04:08,u_0015,Admin,file_download,admin/groups,1,10,0,0
2026-04-20T11:05:06,u_0008,Engineer,login,monitoring,1,10,0,0
2026-04-20T11:08:09,u_0042,Sales,file_download,sales/reports,1,10,0,0
2026-04-20T11:08:42,u_0020,Engineer,db_query,monitoring,1,10,0,0
2026-04-20T11:09:05,u_0014,Admin,db_query,admin/logs,1,10,0,0
2026-04-20T11:11:08,u_0002,HR,file_access,hr/employee_db,1,10,0,0
2026-04-20T11:11:25,u_0026,Engineer,file_access,repo/shared,1,10,0,0
2026-04-20T11:11:46,u_0042,Sales,db_query,sales/reports,1,10,0,0
2026-04-20T11:12:13,u_0018,Sales,db_query,docs/sales,1,10,0,0
2026-04-20T11:15:11,u_0048,Admin,db_query,admin/logs,1,10,0,0
2026-04-20T11:15:22,u_0013,Sales,file_access,sales/contracts,1,10,0,0
2026-04-20T11:16:05,u_0013,Sales,file_access,sales/crm,1,10,0,0
2026-04-20T11:17:14,u_0028,Admin,file_access,admin/security,1,10,0,0
2026-04-20T11:18:31,u_0048,Admin,db_write,admin/groups,1,10,0,0
2026-04-20T11:19:34,u_0023,Admin,file_access,admin/audit,1,11,0,0
2026-04-20T11:20:22,u_0006,Support,file_access,support/kb,0,10,0,0
2026-04-20T11:21:41,u_0007,Engineer,login,jira,1,10,0,0
2026-04-20T11:21:44,u_0042,Sales,file_download,sales/reports,1,11,0,0
2026-04-20T11:22:16,u_0036,Engineer,db_query,jira,1,11,0,0
2026-04-20T11:22:40,u_0047,Engineer,file_access,monitoring,1,10,0,0
2026-04-20T11:23:24,u_0008,Engineer,file_access,jira,0,10,0,0
2026-04-20T11:24:05,u_0036,Engineer,login,ci/cd,1,10,0,0
2026-04-20T11:26:28,u_0045,Engineer,file_upload,docs/tech,1,11,0,0
2026-04-20T11:30:40,u_0040,Admin,file_upload,admin/users,1,10,0,0
2026-04-20T11:31:14,u_0030,Sales,file_access,sales/leads,1,10,0,0
2026-04-20T11:32:55,u_0040,Admin,privilege_change,admin/audit,1,11,0,0
2026-04-20T11:33:58,u_0039,Engineer,file_access,confluence,1,10,0,0
2026-04-20T11:35:02,u_0047,Engineer,file_download,confluence,1,10,0,0
2026-04-20T11:35:14,u_0022,Engineer,login,confluence,1,11,0,0
2026-04-20T11:35:16,u_0012,Marketing,db_write,marketing/social,1,11,0,0
2026-04-20T11:36:22,u_0047,Engineer,file_upload,docs/tech,1,11,0,0
2026-04-20T11:36:41,u_0020,Engineer,file_access,monitoring,1,11,0,0
2026-04-20T11:38:03,u_0007,Engineer,file_access,repo/shared,1,11,0,0
2026-04-20T11:38:04,u_0014,Admin,file_access,admin/config,1,11,0,0
2026-04-20T11:38:20,u_0043,Sales,file_access,sales/reports,1,11,0,0
2026-04-20T11:38:28,u_0000,Sales,db_query,docs/sales,1,11,0,0
2026-04-20T11:38:57,u_0032,Engineer,file_access,repo/shared,0,11,0,0
2026-04-20T11:39:01,u_0001,Engineer,login,repo/internal,1,10,0,0
2026-04-20T11:39:53,u_0004,Sales,file_upload,sales/leads,1,11,0,0
2026-04-20T11:40:40,u_0047,Engineer,login,repo/shared,1,11,0,0
2026-04-20T11:41:05,u_0027,Support,file_upload,docs/support,0,10,0,0
2026-04-20T11:43:44,u_0035,Engineer,file_access,docs/tech,1,11,0,0
2026-04-20T11:44:26,u_0003,Engineer,login,jira,1,11,0,0
2026-04-20T11:46:03,u_0026,Engineer,db_query,jira,1,11,0,0
2026-04-20T11:46:45,u_0008,Engineer,file_download,db/dev,1,11,0,0
2026-04-20T11:48:20,u_0005,Support,login,support/tickets,1,11,0,0
2026-04-20T11:49:04,u_0003,Engineer,login,repo/shared,1,11,0,0
2026-04-20T11:49:31,u_0039,Engineer,file_access,repo/internal,1,10,0,0
2026-04-20T11:50:08,u_0031,Admin,login,admin/audit,1,11,0,0
2026-04-20T11:50:08,u_0037,Finance,db_write,finance/reports,1,11,0,0
2026-04-20T11:52:37,u_0045,Engineer,file_access,monitoring,1,11,0,0
