num_objects,num_pages,file_size_kb,compression_ratio,num_fonts,num_images,num_streams,stream_to_obj_ratio,avg_stream_length,has_metadata,has_outline,num_bookmarks,has_js,num_js_actions,has_openaction,has_launch_action,has_uri_action,has_embedded_file,num_embedded_files,has_acroform,has_richmedia,num_suspicious_strings,num_encoded_streams,max_entropy,avg_entropy,entropy_variance,has_obfuscated_names,has_trailer_after_eof,has_overlapping_objects,has_malformed_crossref,has_nonstandard_encoding,label
111,6,37.08356953687149,0.37703265298341115,9,29,100,0.9009009009009009,872.1303979795234,1,0,13,0,0,0,0,0,0,0,0,0,0,3,4.437197960222803,2.2387800850679533,0.6352588605438304,0,0,0,0,0,0
167,8,44.4748167777722,0.5581111021294252,2,13,20,0.11976047904191617,5992.537416797343,1,0,8,0,0,0,0,0,0,0,0,0,0,0,5.903510081091622,4.498396217497504,1.7843879741225837,0,0,0,0,0,0
179,30,12.940783643086151,0.4138742743197778,9,0,6,0.0335195530726257,601.8236124060335,1,0,20,0,0,0,0,0,0,0,0,0,0,3,5.6698749240435715,4.297843469011579,1.1433137573853627,0,0,0,0,0,0
128,7,22.407479169000847,0.5786603295507569,12,26,88,0.6875,1722.5021443580695,1,1,1,0,0,0,0,0,0,0,0,0,0,2,5.586598876492573,2.2174575149839724,1.7979357055644432,0,0,0,0,0,0
54,9,117.84112552423315,0.4744193191890351,4,10,9,0.16666666666666666,601.252303668419,1,0,7,0,0,0,0,0,0,0,1,0,0,1,5.008996641748769,3.707007123946128,1.815732987440469,0,0,0,0,0,0
231,11,7.476847124040859,0.14728190549530829,2,5,111,0.4805194805194805,15514.704134214659,0,0,1,1,5,1,0,0,1,1,0,0,2,2,7.400379076043944,5.144037280459162,3.1403307671239777,1,0,0,0,1,1
31,9,25.334217434563257,0.608650764391443,4,13,75,2.4193548387096775,36.3696558311443,1,0,17,0,0,0,0,0,0,0,0,0,0,2,4.345446660292103,3.7933146863696896,1.8662737693949687,0,0,0,0,0,0
89,10,3.4145315035070083,0.43937973360058313,10,1,52,0.5842696629213483,140.9886464510392,1,0,16,0,0,0,0,0,0,0,0,0,0,2,3.462670705408369,3.8955893184477812,1.772470660467183,0,0,0,0,0,0
105,30,53.21084681612193,0.4706367604217573,4,7,70,0.6666666666666666,33.14487798776818,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.8317025975969488,2.6213802775195107,1.8472193163438577,0,0,0,0,0,0
122,38,71.70357684227537,0.6531247195469483,3,22,93,0.7622950819672131,28.533158645359602,0,0,20,0,0,0,0,0,0,0,1,0,0,0,3.9851452860095034,4.111496152162685,1.8217260625386575,0,0,0,0,0,0
493,11,20.819741715026915,0.11563888797251387,2,1,117,0.23732251521298176,24948.513248567655,0,0,0,1,3,0,1,0,0,0,1,0,25,29,5.095687439841679,5.301397696011609,1.4876061484992844,1,1,0,0,1,1
141,6,23.233592025286725,0.3556568609490267,5,4,135,0.9574468085106383,8877.772940735073,0,0,2,1,7,1,0,1,1,1,0,0,35,23,6.459955265904998,4.994768389824001,3.490268181498128,1,0,1,0,0,1
199,48,36.9485367282163,0.5885796628438288,12,3,84,0.4221105527638191,17.979865209372505,1,1,4,0,0,0,0,0,0,0,0,0,0,2,4.510167652352715,2.550976619563719,0.5153283473263803,0,0,0,0,0,0
92,1,6.7322552284273725,0.1412923262452871,5,4,33,0.358695652173913,793.8943832811095,0,0,1,1,7,0,0,0,1,3,0,0,14,13,7.754769191062755,4.623248375050382,2.5154276828663464,0,0,0,1,0,1
88,3,6.99992393996731,0.15034241478952232,2,1,68,0.7727272727272727,855.6263714491023,1,1,3,1,4,0,1,1,1,1,0,0,48,15,6.943323015965568,4.9198730013439045,1.2306643003857805,0,0,0,0,0,1
170,44,49.871972544104175,0.5470913330987983,11,26,18,0.10588235294117647,106.96558067752291,1,0,6,0,0,0,0,0,0,0,0,0,0,0,4.120773810600193,3.815965857227132,0.6515499794405943,0,0,0,0,0,0
396,18,36.79802724545141,0.23942844208185898,1,0,43,0.10858585858585859,58999.9585000564,0,0,1,0,0,1,1,1,0,0,1,1,0,11,7.343319385731364,4.64610196326844,3.7826973258775833,0,1,0,0,0,1
21,49,2.3826021142361267,0.3419215958158356,9,6,6,0.2857142857142857,751.9762688173079,1,0,9,0,0,0,0,0,0,0,1,0,0,3,3.308510497645834,3.7072301110297428,1.2782464689336341,0,0,0,0,0,0
375,1,12.85239336876062,0.20057991194561375,5,1,19,0.050666666666666665,34694.89129808063,0,0,1,1,1,1,1,0,0,0,1,0,46,24,6.148849620840673,4.127880501588772,2.041234512335871,0,1,0,0,0,1
170,44,37.75901884537105,0.45401649513616466,6,4,19,0.11176470588235295,40.34819600271299,0,0,17,0,0,0,0,0,0,0,1,0,0,1,4.251166409416735,3.0752780952722683,1.0012466158516018,0,0,0,0,0,0
138,24,46.02233267551937,0.5362065191547368,7,11,61,0.4420289855072464,1218.5775188474074,1,1,19,0,0,0,0,0,0,0,0,0,0,3,5.0028748197736785,2.118299072269347,1.9651771508590137,0,0,0,0,0,0
153,45,17.195143886604196,0.3987955981142718,10,25,45,0.29411764705882354,16.3837405347635,0,1,4,0,0,0,0,0,0,0,0,0,0,3,4.364703570741341,4.356564525392875,1.192953623079447,0,0,0,0,0,0
148,40,20.15812340311704,0.3746424870648122,2,16,98,0.6621621621621622,3268.181241567431,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3.4275704877131083,2.658617716998649,0.5086302117729408,0,0,0,0,0,0
157,2,27.409990551317165,0.4696888036987905,11,16,78,0.4968152866242038,7713.385181142358,1,1,13,0,0,0,0,0,0,0,1,0,0,2,3.7216927164196307,3.0414189880213494,1.4965569526130136,0,0,0,0,0,0
255,6,44.59576048007481,0.36130895384282224,3,3,71,0.2784313725490196,293.6244453605747,1,0,3,1,0,1,0,0,0,0,1,0,18,7,6.547469728860902,4.11329474837445,2.732571043469724,1,1,0,0,0,1
194,21,107.71639947671085,0.3630830578847805,12,16,26,0.13402061855670103,221.18663972475073,1,0,6,0,0,0,0,0,0,0,0,0,0,1,3.2807065813624803,3.8334002069622946,1.95928405776721,0,0,0,0,0,0
180,7,21.673346870657895,0.5703259465664368,8,26,59,0.3277777777777778,648.0772691489921,1,0,13,0,0,0,0,0,0,0,1,0,0,2,4.4748709639173025,4.003674391611931,1.5262067359946414,0,0,0,0,0,0
95,4,2.3518383465117685,0.4415156634945744,13,27,55,0.5789473684210527,1171.0623433526825,1,0,14,0,0,0,0,0,0,0,0,0,0,3,5.517594115160694,2.211647731339424,0.9052622671786056,0,0,0,0,0,0
166,15,27.057987179822064,0.3608417132889091,1,30,7,0.04216867469879518,1847.9080349276999,0,0,20,0,0,0,0,0,0,0,0,0,0,0,5.922382715249618,2.495665506679251,1.5518917313050204,0,0,0,0,0,0
102,29,15.483771859273592,0.6760936771491557,9,23,88,0.8627450980392157,70.73492839026271,0,0,19,0,0,0,0,0,0,0,1,0,0,3,3.627813666987757,3.7274249294443917,1.7491206764077252,0,0,0,0,0,0
123,20,70.51082014448657,0.3559675908907976,11,4,30,0.24390243902439024,1.4430780975239985,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5.540671696264728,4.346856790880603,1.707805786747836,0,0,0,0,0,0
162,4,32.248511883672904,0.44988878820295053,11,11,17,0.10493827160493827,236.20919176937255,1,0,16,0,0,0,0,0,0,0,1,0,0,2,4.154260560265121,2.0691338963813735,1.8577175688156335,0,0,0,0,0,0
44,45,8.153395813426787,0.4596204874684616,9,27,98,2.227272727272727,86.80042604345867,1,0,5,0,0,0,0,0,0,0,0,0,0,2,4.0492399627863325,4.200880718012222,1.2022683476338554,0,0,0,0,0,0
133,5,9.828824292715598,0.3481454304839944,7,23,86,0.6466165413533834,1144.3130848065514,1,0,10,0,0,0,0,0,0,0,0,0,0,2,5.978255663377625,2.8442037185646614,0.5496591862158415,0,0,0,0,0,0
112,23,3.814446598395826,0.6342157116965701,10,19,79,0.7053571428571429,8952.044425886583,1,0,12,0,0,0,0,0,0,0,0,0,0,3,4.755904364052844,3.014932618689575,1.6109597777998146,0,0,0,0,0,0
258,7,17.52502393632508,0.2058727368826733,3,0,42,0.16279069767441862,752.2507099320609,0,0,0,1,7,1,0,1,1,4,0,0,17,26,7.256282671527877,6.41017511698202,3.2492688990897887,0,0,0,0,0,1
51,4,23.93477439990153,0.32423876586932343,8,24,41,0.803921568627451,182.96926242332972,1,1,20,0,0,0,0,0,0,0,1,0,0,0,4.652533250603747,3.8174624305360165,0.5468086251048645,0,0,0,0,0,0
136,38,40.09919988337935,0.4414213107489761,10,6,91,0.6691176470588235,123.875448891505,1,0,19,0,0,0,0,0,0,0,0,0,0,2,4.8152684315087315,2.426040868261749,1.284908670034532,0,0,0,0,0,0
451,2,2.668422101508399,0.18994056129932277,0,1,13,0.028824833702882482,162.15689746511075,1,0,1,1,6,0,0,0,1,2,1,0,0,16,7.714695978870914,5.40316250307426,3.772440623822644,1,1,0,0,0,1
113,5,0.5187704949410179,0.375540354048002,5,5,75,0.6637168141592921,3257.947783931793,0,0,0,1,5,1,0,0,0,0,0,1,14,14,5.922384736633973,3.957018507082355,1.6954742928665905,0,0,0,0,0,1
348,9,8.730257102509235,0.47786785120356834,3,0,53,0.15229885057471265,4374.806136849727,1,1,3,1,8,0,0,1,0,0,1,0,21,22,5.973365380306251,4.365299241212579,3.2651543069023905,0,0,1,0,1,1
72,16,27.372310323980354,0.38178668807903016,14,1,73,1.0138888888888888,1641.5892655761463,1,0,6,0,0,0,0,0,0,0,0,0,0,1,4.9584034222259366,4.196945419204328,0.8086624931382772,0,0,0,0,0,0
186,14,62.040875941216676,0.32356100608479116,12,26,71,0.3817204301075269,5986.817664264831,1,0,10,0,0,0,0,0,0,0,0,0,0,1,5.428074444091825,2.6337733641421472,0.7758935692558411,0,0,0,0,0,0
132,12,34.93352665605236,0.6666369461457582,4,19,76,0.5757575757575758,25.37028330639536,1,0,19,0,0,0,0,0,0,0,0,0,0,0,3.2725201563647675,2.6050076543705587,1.0396120017731643,0,0,0,0,0,0
77,44,59.4551510023413,0.41557480666303304,8,10,58,0.7532467532467533,435.76815074619157,1,0,2,0,0,0,0,0,0,0,0,0,0,2,5.98799248390968,2.5452021582235123,0.9598745555861723,0,0,0,0,0,0
181,42,24.272118561392954,0.5705593475640024,1,7,94,0.5193370165745856,731.0548906654153,1,1,7,0,0,0,0,0,0,0,1,0,0,0,4.848411605429353,4.269951270988141,1.10831000607374,0,0,0,0,0,0
53,5,2.0097047482526693,0.4662338802978423,7,2,20,0.37735849056603776,2190.803995873796,0,0,19,0,0,0,0,0,0,0,0,0,0,1,3.8311199501540245,3.7421050493548216,1.161012392307294,0,0,0,0,0,0
270,10,37.47112857292203,0.23916346939489783,3,4,68,0.2518518518518518,144477.47467244053,0,0,0,1,0,0,0,0,0,0,0,1,0,29,6.152252421883693,5.598672190933838,2.328172660444415,1,0,0,0,0,1
95,43,151.09487697404137,0.4247455431667533,9,14,22,0.23157894736842105,621.8094921680294,1,0,16,0,0,0,0,0,0,0,0,0,0,2,4.818516400565419,3.2764758655771518,1.531895463530076,0,0,0,0,0,0
38,8,3.3212809149441553,0.2958671958674022,4,3,9,0.23684210526315788,143573.67770509855,0,0,1,1,5,0,0,1,1,4,0,1,0,16,6.850542155979152,6.241700614604297,3.233356003965163,1,1,1,0,1,1
86,1,10.982605776648276,0.38416819349660725,1,13,14,0.16279069767441862,7460.032471044944,1,0,8,0,0,0,0,0,0,0,0,0,0,3,5.77961550063327,2.132505896893718,1.8733247404954738,0,0,0,0,0,0
123,41,21.57566884075867,0.6049834742962762,3,5,86,0.6991869918699187,155.1954214689812,1,0,19,0,0,0,0,0,0,0,0,0,0,3,4.776609475081105,2.9720894508892677,1.5571034239396018,0,0,0,0,0,0
172,22,13.29676786615824,0.5289135258168004,4,16,48,0.27906976744186046,92.07514188858165,1,0,8,0,0,0,0,0,0,0,1,0,0,3,5.178339003291587,2.5861395843566783,1.6703448063503918,0,0,0,0,0,0
171,7,4.834982881407255,0.5335433069232061,6,17,85,0.49707602339181284,161.93477558600594,0,0,3,0,0,0,0,0,0,0,1,0,0,1,5.406216850974217,3.6148111120542836,0.6249228821965576,0,0,0,0,0,0
133,49,56.92361028376056,0.3653586188268967,6,13,16,0.12030075187969924,7653.379585402765,1,0,3,0,0,0,0,0,0,0,0,0,0,1,5.14820162133127,3.161469140164016,1.0222768029517146,0,0,0,0,0,0
156,31,61.413669557492234,0.4397897983832677,1,22,46,0.2948717948717949,1100.7027282979436,1,0,13,0,0,0,0,0,0,0,1,0,0,2,4.492488311219457,2.934324356098943,0.9535274412904546,0,0,0,0,0,0
60,41,35.51085326903217,0.4658154051405033,10,4,71,1.1833333333333333,1397.5567106321423,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3.6178726680677507,3.3644953501540025,1.984986841977989,0,0,0,0,0,0
53,50,12.50327665173924,0.3364857115010599,14,3,60,1.1320754716981132,1094.4720547764753,1,1,5,0,0,0,0,0,0,0,1,0,0,1,4.335260417479091,3.3070098510171047,1.265410203747018,0,0,0,0,0,0
40,13,39.21562461489585,0.31464388633688034,12,8,84,2.1,173.83957146481393,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4.686543669948394,3.3224139371022168,1.4896105669489927,0,0,0,0,0,0
81,14,26.097390293418766,0.5357772882416996,3,25,27,0.3333333333333333,435.7074607982976,1,1,15,0,0,0,0,0,0,0,1,0,0,3,5.390004348381019,2.4358022344220753,0.7901913272635646,0,0,0,0,0,0
225,19,5.42887664394024,0.1974261194769461,2,3,40,0.17777777777777778,775.630995589854,0,1,0,0,0,0,0,0,0,0,0,0,18,13,6.901467137001964,4.144293322979909,1.2746827154830456,1,1,1,0,1,1
31,19,6.541530762252047,0.45369221521573955,7,23,51,1.6451612903225807,362.68426590180417,1,0,5,0,0,0,0,0,0,0,1,0,0,3,4.90870933372786,4.451341586885226,1.7147216668229,0,0,0,0,0,0
145,34,15.334804742841339,0.6189181463118214,11,10,81,0.5586206896551724,56.96702367685708,1,0,3,0,0,0,0,0,0,0,0,0,0,3,4.852088038009275,4.034345635652334,1.55898254141897,0,0,0,0,0,0
55,50,6.491618330344031,0.4139406944656232,3,26,46,0.8363636363636363,1055.0263340992965,1,0,3,0,0,0,0,0,0,0,0,0,0,2,4.485070587926574,4.064232724630973,0.93111363609287,0,0,0,0,0,0
64,8,72.60928627300704,0.49112692334146835,12,18,98,1.53125,44.87019453836558,0,1,3,0,0,0,0,0,0,0,0,0,0,0,4.167169393425848,3.9645780761126845,0.5144244579335762,0,0,0,0,0,0
133,20,5.667725914465802,0.5472609161038229,8,28,10,0.07518796992481203,17528.38827922364,0,0,18,0,0,0,0,0,0,0,1,0,0,3,5.22639240314375,3.7190705634411434,1.4048858156627708,0,0,0,0,0,0
88,29,16.69775180692547,0.45189088463733823,9,4,65,0.7386363636363636,1185.2125529638686,1,0,11,0,0,0,0,0,0,0,0,0,0,1,5.2012563415046875,2.708423320648409,1.5078507808937773,0,0,0,0,0,0
443,4,157.92366929181298,0.15638564104085734,0,1,85,0.19187358916478556,306.6673932431148,0,0,2,1,7,1,0,1,0,0,1,0,0,14,5.335133882297173,4.152085496004765,3.298094595796848,1,0,0,0,0,1
75,35,7.160110802692923,0.6430350703049605,8,9,42,0.56,1535.648330024088,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.222401117656043,2.402699870813284,1.6343411233478156,0,0,0,0,0,0
33,1,60.177599849313836,0.6707630248583456,12,29,91,2.757575757575758,17.614174316149725,1,0,3,0,0,0,0,0,0,0,1,0,0,2,3.543131857289649,3.9050914197823383,1.1778895194997858,0,0,0,0,0,0
94,22,60.00301343911747,0.31283645783179437,12,19,80,0.851063829787234,2305.7309141883716,1,1,9,0,0,0,0,0,0,0,0,0,0,0,3.7333602350244384,3.094815372329686,1.5867079150243564,0,0,0,0,0,0
141,29,48.97666213071744,0.3650268274653914,5,24,49,0.3475177304964539,268.0808319284991,0,0,9,0,0,0,0,0,0,0,0,0,0,1,3.586265036813589,3.8929885140087555,1.2409856076236627,0,0,0,0,0,0
79,35,8.683047151060673,0.6048923158568678,2,3,33,0.4177215189873418,136.96683482934756,1,0,8,0,0,0,0,0,0,0,0,0,0,3,3.507151193310298,4.105784981814127,0.9697395485854117,0,0,0,0,0,0
374,15,177.71324246650926,0.32899083001170043,2,5,112,0.2994652406417112,419.73530231291653,1,0,0,1,10,1,1,0,1,5,1,0,0,12,6.1184953911434175,3.6907599926925974,3.254130286171738,0,1,0,0,0,1
457,3,11.444289785101615,0.28328699331038787,5,2,37,0.08096280087527352,207643.47350262877,1,0,0,1,0,0,0,0,1,3,0,1,26,20,7.1733171690216775,4.498461919750523,2.105033060109249,1,0,0,0,1,1
166,15,21.938339183776176,0.5174382299645168,2,19,60,0.3614457831325301,2829.3725152333104,1,0,7,0,0,0,0,0,0,0,0,0,0,2,5.849461132446385,3.089566494240083,1.2411077388490541,0,0,0,0,0,0
167,28,5.872966721848378,0.6051406581223053,15,8,72,0.4311377245508982,13307.492526179834,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4.124859550788823,3.0355650955305644,1.821923882929085,0,0,0,0,0,0
146,28,18.49599164648472,0.5625455243204027,8,27,100,0.684931506849315,1594.444393668421,0,1,12,0,0,0,0,0,0,0,0,0,0,0,4.215355670448037,3.3703827995487035,1.810842959762669,0,0,0,0,0,0
161,39,8.101168072976023,0.6292862602844198,10,22,29,0.18012422360248448,808.3951516549052,0,0,18,0,0,0,0,0,0,0,0,0,0,3,5.08152428959259,3.541562505691231,1.4029605457161674,0,0,0,0,0,0
189,44,49.648195305099485,0.45357955770518904,11,19,99,0.5238095238095238,256.8228382477338,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3.8526403407679304,2.8730548020184097,1.578198070204137,0,0,0,0,0,0
148,43,26.901144393369417,0.5044019054178347,13,7,99,0.668918918918919,507.59819534068095,1,1,6,0,0,0,0,0,0,0,0,0,0,2,5.145385715612947,4.208943001225721,0.9888871148081746,0,0,0,0,0,0
131,37,39.09977989278949,0.4567588663948491,11,18,43,0.3282442748091603,3818.9583890073795,0,0,15,0,0,0,0,0,0,0,0,0,0,3,5.522885353509533,3.4983067554900886,1.9084491902871985,0,0,0,0,0,0
78,20,25.641468457522645,0.5779880532485904,1,1,94,1.205128205128205,19.254409445574517,1,0,16,0,0,0,0,0,0,0,1,0,0,3,4.3216247739084945,3.262891204778212,1.2712828804366625,0,0,0,0,0,0
134,21,1.1319793278001309,0.6122154770558002,11,18,71,0.5298507462686567,93.96686757748822,1,0,13,0,0,0,0,0,0,0,0,0,0,0,3.4994881886964007,2.0884537085955306,1.2199321431646506,0,0,0,0,0,0
80,20,9.187218788332828,0.557237423287599,3,24,68,0.85,551.5046597630434,1,0,16,0,0,0,0,0,0,0,0,0,0,2,3.511970002150526,3.260495945621141,0.5955265094035964,0,0,0,0,0,0
58,20,88.51193354512237,0.4022187810086201,0,3,24,0.41379310344827586,4209.14829264672,1,0,3,1,7,0,0,1,0,0,0,0,18,11,6.89092017581286,4.498861309967067,1.77858106465461,0,0,0,1,1,1
121,20,15.775307475400988,0.37934155182087315,8,12,89,0.7355371900826446,550.0690051581602,0,1,20,0,0,0,0,0,0,0,0,0,0,2,4.037338218803622,3.302479176068718,1.0950008343030848,0,0,0,0,0,0
121,25,4.301344420978111,0.506366208784334,6,18,50,0.4132231404958678,485.2191229105749,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.441808018925681,2.838655777739212,1.253479442175245,0,0,0,0,0,0
23,15,26.526707799372687,0.15123802120582616,5,5,42,1.826086956521739,23.48665598471808,0,0,1,1,4,0,0,0,0,0,1,0,9,9,5.069726098738384,4.019059672158124,2.0286126717232524,0,0,0,0,0,1
368,6,6.88700190448388,0.40625312595964636,0,1,116,0.31521739130434784,1.2997329322544129,0,0,0,1,7,0,0,1,1,4,1,0,28,25,7.525724259120292,5.538856171537847,3.9224924391288143,0,1,0,1,0,1
139,22,26.838567988757674,0.3929720296516863,13,20,24,0.17266187050359713,37.18873849905012,1,0,15,0,0,0,0,0,0,0,0,0,0,3,5.615548896276238,2.8306165140250537,0.9877122008143007,0,0,0,0,0,0
41,30,32.08683215959416,0.6540770767820615,5,19,90,2.1951219512195124,497.81272607481674,1,1,20,0,0,0,0,0,0,0,0,0,0,2,3.2318138285332845,2.8023712408084593,1.6132016542925771,0,0,0,0,0,0
271,19,20.573284479766635,0.4249488054882643,0,3,66,0.24354243542435425,37746.84009623134,0,1,3,1,4,0,0,1,0,0,1,0,41,1,5.518725430458563,4.913866460358848,1.0001557724555368,1,0,0,0,1,1
130,47,22.673166934117944,0.5906104774439691,5,12,59,0.45384615384615384,268.99518353190894,1,0,13,0,0,0,0,0,0,0,0,0,0,2,5.747140320420502,2.746105896131514,0.5343057238742341,0,0,0,0,0,0
181,11,16.644931850255894,0.4441837548427006,7,6,37,0.20441988950276244,953.4091579559209,1,0,13,0,0,0,0,0,0,0,1,0,0,2,4.53721922937809,2.6291117150330874,0.6671406232456459,0,0,0,0,0,0
291,10,1.845710021137631,0.25924888881496316,5,0,99,0.3402061855670103,5722353.0654316945,0,0,1,1,10,0,0,0,1,1,0,0,28,6,7.251965032940253,3.5696094454171736,3.038169792308554,0,1,0,0,1,1
108,32,221.8555028379836,0.5809859882176416,13,15,82,0.7592592592592593,385.5974004377655,1,0,14,0,0,0,0,0,0,0,1,0,0,0,4.543623819428913,2.7020237708746846,0.7253606116798408,0,0,0,0,0,0
40,20,6.927531735449323,0.3916616748101715,6,0,56,1.4,1507.3916583663295,1,1,9,0,0,0,0,0,0,0,0,0,0,2,4.222845679258169,4.482386830304556,1.917019508138499,0,0,0,0,0,0
60,38,47.72251361090369,0.42649937672610966,15,22,32,0.5333333333333333,26.460971032893084,1,0,4,0,0,0,0,0,0,0,0,0,0,3,4.34092820781835,3.350648174612141,1.7368767353170604,0,0,0,0,0,0
35,20,6.2835441710908135,0.5588889133591421,6,1,96,2.742857142857143,9549.399029124028,1,0,18,0,0,0,0,0,0,0,0,0,0,1,5.743138604101083,3.7597470381031735,1.1281595093091563,0,0,0,0,0,0
89,24,51.87646636595361,0.3151801945043526,12,21,91,1.0224719101123596,188.95486640604773,1,0,16,0,0,0,0,0,0,0,0,0,0,1,3.2125670404717157,2.853580336211276,0.6327621523295683,0,0,0,0,0,0
181,50,20.40170210623343,0.3751681523261292,4,28,28,0.15469613259668508,2451.7426773713296,0,1,3,0,0,0,0,0,0,0,0,0,0,3,5.228561977319316,2.3159948786619826,0.5511135030596541,0,0,0,0,0,0
136,29,79.64247236267164,0.47483123310299,6,12,14,0.10294117647058823,440.32938841596797,1,0,2,0,0,0,0,0,0,0,0,0,0,3,3.9963303738827887,3.231940828126434,1.805709503615055,0,0,0,0,0,0
124,26,13.19359818401588,0.6248133172103976,10,10,44,0.3548387096774194,24936.8599219783,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5.22083025755861,2.012286122740362,0.8812494688567492,0,0,0,0,0,0
89,11,25.674510279199044,0.6743622341279264,3,9,56,0.6292134831460674,242.16653653340748,0,0,12,0,0,0,0,0,0,0,0,0,0,2,4.988774472761797,3.730621615429082,1.1225466999061924,0,0,0,0,0,0
185,14,17.411640329723575,0.32554888376461566,0,4,77,0.41621621621621624,115537.21519785543,1,0,2,1,3,0,0,0,1,5,0,0,1,22,5.177187454674395,3.8543978774088643,3.603061511835219,1,0,0,0,1,1
73,1,45.61480789322187,0.5865301373904113,14,27,30,0.410958904109589,2068.569133683544,1,0,10,0,0,0,0,0,0,0,0,0,0,3,3.5363085302484745,3.884874466513258,1.144996251082349,0,0,0,0,0,0
77,4,11.450917824608043,0.3076691642999593,4,4,100,1.2987012987012987,23.15453799390912,1,0,8,0,0,0,0,0,0,0,0,0,0,2,5.8573403308533445,2.5567014076099186,0.5151636519855369,0,0,0,0,0,0
22,40,17.01402950184871,0.4282816373454277,8,12,79,3.590909090909091,192.19260733226145,1,0,12,0,0,0,0,0,0,0,0,0,0,2,3.0692350007133595,3.1844595751280944,1.9373160013869763,0,0,0,0,0,0
389,8,0.6834030410842714,0.34733856538178565,2,3,20,0.05141388174807198,506.3614305249832,0,0,0,1,2,0,0,0,1,4,1,0,29,28,5.130101956975122,4.054032997585114,2.2210775143006254,1,0,1,0,0,1
86,27,8.399236254665086,0.4904170587775761,11,19,26,0.3023255813953488,1190.033682615405,0,0,15,0,0,0,0,0,0,0,0,0,0,1,4.328606570805416,2.1244192178859245,0.6070136703357734,0,0,0,0,0,0
155,35,8.395196648211979,0.3710809457106863,5,15,69,0.44516129032258067,132.7108906095583,1,0,10,0,0,0,0,0,0,0,0,0,0,3,4.665410340223022,3.5160902263816673,0.7337354483326568,0,0,0,0,0,0
130,29,31.29380174710033,0.40052774051439777,15,5,13,0.1,6085.135788121023,1,0,17,0,0,0,0,0,0,0,0,0,0,3,4.715271525111792,2.252069616642596,1.902201169542914,0,0,0,0,0,0
55,6,21.422785171081305,0.6536656700773932,6,6,90,1.6363636363636365,3455.365971949933,1,0,5,0,0,0,0,0,0,0,0,0,0,1,3.730258766235654,3.9547386104001925,0.6266502943487697,0,0,0,0,0,0
43,27,24.298725245196263,0.5126288610746924,2,3,65,1.5116279069767442,990.725440106819,1,0,17,0,0,0,0,0,0,0,0,0,0,0,3.934292647456604,3.1737174522047673,1.8543244256473512,0,0,0,0,0,0
85,1,5.1198203772212825,0.24133914368213022,4,4,132,1.5529411764705883,416704.7183259113,1,0,3,1,4,1,0,0,0,0,1,0,13,17,6.2000727837005005,6.413015499719837,3.2185847302005093,1,1,0,0,0,1
72,44,41.31061632778681,0.6215538834941013,2,9,98,1.3611111111111112,764.4129873226149,0,0,16,0,0,0,0,0,0,0,0,0,0,3,4.666726659163617,2.7741348903594854,1.2073979682071925,0,0,0,0,0,0
113,12,19.729303601634573,0.36428533967639426,9,12,19,0.168141592920354,57.23696338316307,1,1,19,0,0,0,0,0,0,0,0,0,0,3,5.037824733927285,2.833141414937385,0.8248675052554824,0,0,0,0,0,0
91,49,25.886906407805967,0.3206742719644527,9,25,100,1.098901098901099,11.176878269404709,1,0,19,0,0,0,0,0,0,0,1,0,0,3,4.23062944903889,2.12204968496646,1.4426442815352232,0,0,0,0,0,0
74,18,18.85961908805316,0.6801341866673561,5,2,5,0.06756756756756757,1059.8826437867026,1,0,1,0,0,0,0,0,0,0,0,0,0,2,3.547518113754567,2.8744827698343816,0.764890185509175,0,0,0,0,0,0
22,34,74.46347570080144,0.4362416666325166,10,21,91,4.136363636363637,6577.221176906975,1,1,17,0,0,0,0,0,0,0,0,0,0,3,4.031448309020857,4.441276930279506,1.460832188745963,0,0,0,0,0,0
198,4,22.984230702615438,0.10276971882582098,5,5,66,0.3333333333333333,48009.90550724852,0,0,0,1,1,1,1,1,1,2,0,0,38,7,5.349303427009483,4.36371531316735,2.7028268045720885,1,0,0,0,1,1
463,16,15.229548277758742,0.36663323173349316,1,1,150,0.32397408207343414,81119.14108729275,0,0,1,1,9,0,1,0,0,0,0,0,30,4,5.696846071722275,6.008987002798115,2.6129066083122616,0,0,0,1,0,1
41,14,9.692453428782207,0.49280693591077296,11,18,68,1.6585365853658536,29642.537852468842,1,0,4,0,0,0,0,0,0,0,0,0,0,1,5.195266287441269,2.2888989859678897,0.7361068254494578,0,0,0,0,0,0
143,45,36.984947382187414,0.48412855602295934,14,24,58,0.40559440559440557,28.880416040265246,1,1,19,0,0,0,0,0,0,0,0,0,0,0,3.9045666304643234,4.008832222666928,1.3707937645724915,0,0,0,0,0,0
156,48,79.15587438091622,0.36171544594323873,2,27,100,0.6410256410256411,4559.197507787765,1,1,1,0,0,0,0,0,0,0,0,0,0,3,5.499838859425003,2.6027429355422584,1.8513074124234818,0,0,0,0,0,0
